design,regime,p,k,variance_0,variance_1,variance_2,variance_3,variance_4,variance_5,variance_6,variance_7,active_count_at_0.02,effective_support,train_objective,validation_objective,validation_standard_error,optimizer_success,optimizer_iterations,optimizer_message
bernoulli_conditioned_nonempty,positive_block,0.375,3,0.23416954731361372,0.022559923834731262,0.23523764590472226,0.023014841198803256,0.23071804522606384,9.999999901000002e-9,0.23240657826825617,0.0218934082538097,7,4.567592517033902,0.2504873064200741,0.25045260584491635,0.0010832391383715995,true,64,Optimization terminated successfully
bernoulli_conditioned_nonempty,positive_block,0.5,4,0.24059082313544783,9.999999801896573e-9,0.2441239861703003,0.01750841532088589,0.24033007684298663,9.999999801896573e-9,0.2406609818786618,0.01678569665171786,4,4.278165955940607,0.321305406701789,0.3212594558439823,0.001219450746312946,true,33,Optimization terminated successfully
bernoulli_conditioned_nonempty,positive_block,0.625,5,0.24673356297357477,0.004576403846297045,0.24961955036687292,0.005010677063602433,0.24668004234518126,9.999999901000002e-9,0.24282941792020032,0.004550335484271463,4,4.114019280269051,0.38201788433691153,0.3819658431377201,0.0013904439113157344,true,77,Optimization terminated successfully
bernoulli_conditioned_nonempty,positive_block,0.75,6,0.24951621410698813,0.0011800120197234057,0.25297882029878926,0.0014610489102764787,0.2494779537160059,9.999999900999335e-9,0.24405906062233582,0.0013268803258811137,4,4.031185463789281,0.4345748397065209,0.4345170270204648,0.0015518433169292424,true,36,Optimization terminated successfully
bernoulli_conditioned_nonempty,positive_block,0.875,7,0.25174002546373475,0.0001892636899376413,0.25543722708365296,0.0001884239403628578,0.25090472758687105,9.999999898439402e-9,0.24135241202940647,0.00018791020603422146,4,4.00279405988083,0.4812042751887977,0.48113247288301986,0.0017066429368334565,true,29,Optimization terminated successfully
bernoulli_conditioned_nonempty,positive_block,1,8,9.999999603994081e-9,0.2501850638759083,0.26153102881196383,9.999999603994081e-9,9.999999603994081e-9,0.24923887735731057,0.239044989954819,9.999999603994081e-9,4,3.9959469840700153,0.5229024386824298,0.5228204804855534,0.001853548937887952,true,43,Optimization terminated successfully
fixed_cardinality,negative_block,0.125,1,9.999999603999169e-9,0.2418960816211254,9.999999603999169e-9,0.20612601752588244,9.999999603999169e-9,0.2658574634104455,0.28612039744254814,9.999999603999169e-9,4,3.944046256102405,0.000008322050190985,-0.0000012315447381098028,0.0006904094990531159,true,23,Optimization terminated successfully
fixed_cardinality,negative_block,0.25,2,0.12465796256300112,0.12472450035955368,0.12478348903654009,0.12479845343266222,0.12441114563088977,0.12443633479512174,0.126131218976558,0.12605689520567345,8,7.999786147191583,0.21127754283774242,0.21127445734126238,0.0004251184600613898,true,7,Optimization terminated successfully
fixed_cardinality,negative_block,0.375,3,0.12377063696368001,0.12496755780164673,0.1250966194546577,0.12488546854782147,0.12406155780969763,0.12513648028159677,0.12621886329018261,0.12586281585071712,8,7.999701501168954,0.3169165509476667,0.3169113864918075,0.0006376801726764033,true,15,Optimization terminated successfully
fixed_cardinality,negative_block,0.5,4,0.12187197632545752,0.12459064364631092,0.1250567746151921,0.12484944390178003,0.12379098484119723,0.1252474135687444,0.12822694574239263,0.12636581735892521,8,7.998478397481041,0.3829312366226981,0.3829108565410058,0.0007702924769876707,true,22,Optimization terminated successfully
fixed_cardinality,negative_block,0.625,5,0.1628975305302273,0.16701374038717426,0.16688425526513348,0.16697507106037837,0.1656337815114748,0.16767532156087203,0.0015327702766340877,0.0013875294081057371,6,6.034490919644222,0.43095805351802674,0.43098488247022315,0.0010052850369511295,true,23,Optimization terminated successfully
fixed_cardinality,negative_block,0.75,6,0.15890953428616802,0.16852336664222053,0.16970258005033967,0.1690766303080902,0.16456734968001613,0.16922051903316598,9.999999802000005e-9,9.999999802000005e-9,6,5.996777292563979,0.475047881928597,0.4750667233354517,0.001120917022381093,true,24,Optimization terminated successfully
fixed_cardinality,negative_block,0.875,7,9.999999604000017e-9,9.999999604000017e-9,0.24985178845789718,0.24831739066720848,9.999999604000017e-9,9.999999604000017e-9,0.251610935533316,0.25021984534158,4,3.999912376541974,0.5228345055889632,0.522871687248871,0.0015239258730364424,true,24,Optimization terminated successfully
fixed_cardinality,negative_block,1,8,9.999999505012572e-9,9.999999505012572e-9,9.999999505012572e-9,9.999999505012572e-9,9.999999505012572e-9,0.004693926410097662,0.4976704752849125,0.4976355483049922,2,2.0188191337763324,0.5641877303849145,0.5641910224244311,0.0023409213654964037,true,24,Optimization terminated successfully
bernoulli_conditioned_nonempty,negative_block,0.125,1,0.12459702348002848,0.12485849272609717,0.12486268958467008,0.12469314715556222,0.1241242447718008,0.12466138590404435,0.1262542466460864,0.1259487697317105,8,7.999766385536965,0.09693886643830998,0.0969372115056289,0.00019500937509866378,true,10,Optimization terminated successfully
bernoulli_conditioned_nonempty,negative_block,0.25,2,0.12405616748068278,0.12488891934896659,0.12500172515040606,0.12479020541116276,0.12389923370884015,0.12495696945674488,0.1263493614562654,0.1260574179869314,8,7.999673637463383,0.1962640889129586,0.19625902517682675,0.0003946092631319765,true,9,Optimization terminated successfully
bernoulli_conditioned_nonempty,negative_block,0.375,3,0.1230313993181172,0.12498518866492006,0.1250162069466115,0.12484320962248757,0.1236616306482297,0.12520649147243637,0.12706675491865066,0.12618911840854696,8,7.999269199331763,0.2868141306860122,0.2868014396060698,0.0005767355984581654,true,12,Optimization terminated successfully
bernoulli_conditioned_nonempty,negative_block,0.5,4,0.12168158405394552,0.12509566726814086,0.1252828824305347,0.12495707608212771,0.12239389124385634,0.12530879164355185,0.12885128091057108,0.12642882636727198,8,7.997769328328979,0.36067481963120307,0.3606465047688538,0.0007272372594039218,true,14,Optimization terminated successfully
bernoulli_conditioned_nonempty,negative_block,0.625,5,0.1613803065791235,0.16738504136830493,0.16804993433855997,0.16829219970719045,0.16440308503247336,0.16731399109909498,0.0016129768100827811,0.0015624650651701452,6,6.0367594224595535,0.4194732282124221,0.4194971590590597,0.000979792222602788,true,23,Optimization terminated successfully
bernoulli_conditioned_nonempty,negative_block,0.75,6,0.0172170522719586,0.013557252439280533,0.24355521987479514,0.24394548199663016,0.00017981491080283803,0.0001877912059129079,0.24352626952478304,0.2378311177758368,4,4.252107063335968,0.468751201287174,0.46880049057494566,0.0013144975391164665,true,141,Optimization terminated successfully
bernoulli_conditioned_nonempty,negative_block,0.875,7,0.00024078560569591587,0.00019212027198481824,0.25171372913085577,0.25199187344774837,0.00002133312934116777,0.00002190633920899284,0.25111575241605444,0.2447024996591105,4,4.003230831614756,0.5192701543716665,0.519301836766745,0.0015146369892408164,true,61,Optimization terminated successfully
bernoulli_conditioned_nonempty,negative_block,1,8,9.999999505012572e-9,9.999999505012572e-9,9.999999505012572e-9,9.999999505012572e-9,9.999999505012572e-9,0.004693926410097662,0.4976704752849125,0.4976355483049922,2,2.0188191337763324,0.5641877303849145,0.5641910224244311,0.0023409213654964037,true,24,Optimization terminated successfully
